title,original_title,year,genre,duration,country,language,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
"Girl Play","Girl Play",2004,2,80,1,1,4.5,748,1000000,11523,11523,37,17,6
"Partnerperfetto.com","Must Love Dogs",2005,2,98,1,2,5.9,30272,30000000,43894863,58231520,46,270,122
"Snakes on a Plane","Snakes on a Plane",2006,3,105,2,1,5.4,130298,33000000,34020814,62022014,58,1061,290
"Rischio a due","Two for the Money",2005,3,122,1,1,6.3,42787,35000000,22991379,30526509,50,148,112
"Idlewild","Idlewild",2006,3,121,1,1,6.3,5152,15000000,12571185,12643027,55,96,84
"12 and Holding","12 and Holding",2005,1,95,1,1,7.5,6652,400000,96464,119195,65,51,62
"Annapolis","Annapolis",2006,3,108,1,1,5.9,20132,26000000,17127992,17496992,37,149,88
"Factotum","Factotum",2005,3,94,5,1,6.6,13730,1000000,808221,2708087,71,84,120
"Harry Potter e il principe mezzosangue","Harry Potter and the Half-Blood Prince",2009,3,153,2,1,7.6,458080,250000000,302305431,934408366,78,1068,396
"Transformers","Transformers",2007,3,144,1,2,7,589274,150000000,319246193,709709780,61,1876,396
"Dreamer - La strada per la vittoria","Dreamer: Inspired by a True Story",2005,3,106,1,1,6.8,11944,32000000,32751093,38741732,59,112,76
"Flags of Our Fathers","Flags of Our Fathers",2006,3,135,1,1,7,116024,90000000,33602376,65900249,79,435,270
"Jarhead","Jarhead",2005,3,125,3,4,7,173187,72000000,62658220,97076152,58,700,277
"Junebug","Junebug",2005,2,106,1,1,6.9,21964,1000000,2678691,3399228,80,206,140
"La terra dei morti viventi","Land of the Dead",2005,3,93,3,5,6.2,90581,15000000,20700082,47074133,71,684,269
"La tigre e la neve","La tigre e la neve",2005,3,114,1,4,7.1,13299,35000000,10167,25460023,22,42,49
"Wah-Wah","Wah-Wah",2005,2,120,3,1,6.8,2928,7000000,234750,2846148,61,53,38
"Le tre sepolture","The Three Burials of Melquiades Estrada",2005,3,121,3,2,7.4,38364,15000000,5027684,12045362,77,220,168
"Doom","Doom",2005,3,105,4,2,5.2,105058,60000000,28212337,58072119,34,880,244
"Prova a incastrarmi","Find Me Guilty",2006,3,125,2,1,7,32400,13000000,1173643,2636637,65,117,102
"Holly","Holly",2006,1,114,4,3,6.8,808,3000000,166620,166620,51,16,33
"Il bacio che aspettavo","In the Land of Women",2007,3,97,1,1,6.4,30715,10000000,11052958,17562071,47,84,81
"Il cacciatore di aquiloni","The Kite Runner",2007,1,128,4,5,7.6,76630,20000000,15800078,75011029,61,247,205
"Presa mortale","The Marine",2006,3,92,1,2,4.7,32004,20000000,18844784,22165608,45,304,86
"Mr. Woodcock","Mr. Woodcock",2007,3,87,1,1,5.1,34735,22000000,25799486,33683200,41,85,84
"9 vite da donna","Nine Lives",2005,1,115,2,3,6.7,6489,500000,478830,1591523,80,71,60
"Radio America","A Prairie Home Companion",2006,3,105,1,2,6.7,21686,10000000,20342852,25986497,75,281,208
"Vero come la finzione","Stranger Than Fiction",2006,3,113,1,1,7.5,215310,30000000,40660952,53653224,67,595,252
"La avventure del topino Despereaux","The Tale of Despereaux",2008,3,93,2,1,6.1,35382,60000000,50877145,86957280,53,108,116
"Keane","Keane",2004,3,100,1,1,6.9,5275,850000,33256,476630,79,70,99
"Non aprite quella porta: L'inizio","The Texas Chainsaw Massacre: The Beginning",2006,2,91,1,1,5.8,66836,16000000,39517763,51764406,30,394,198
"Veer-Zaara","Veer-Zaara",2004,3,192,1,1,7.8,47905,7000000,2938532,6887221,67,144,31
"Infamous - Una pessima reputazione","Infamous",2006,3,110,1,1,7,16112,13000000,1151330,2689799,68,109,129
"Domino","Domino",2005,3,127,3,1,5.9,64123,50000000,10169202,22984628,36,386,189
"La notte non aspetta","Street Kings",2008,3,109,1,2,6.8,106070,20000000,26418667,66476363,55,211,198
"Zerophilia","Zerophilia",2005,2,90,1,1,6.1,2229,450000,7763,7763,41,15,13
"La gang di Gridiron","Gridiron Gang",2006,3,125,1,1,6.9,54361,30000000,38432823,41480851,52,142,90
"Mrs. Palfrey at the Claremont","Mrs. Palfrey at the Claremont",2005,2,108,2,1,7.6,3192,750000,1720953,4009677,67,53,28
"La proposta","The Proposition",2005,3,104,2,2,7.3,49578,2000000,1903434,5048693,73,257,175
"Red Eye","Red Eye",2005,1,85,1,2,6.4,111273,26000000,57891803,96258201,71,706,222
"Il curioso caso di Benjamin Button","The Curious Case of Benjamin Button",2008,3,166,1,3,7.8,575714,150000000,127509326,335802786,70,952,317
"FBI: Operazione tata","Big Momma's House 2",2006,2,99,1,1,4.7,39973,40000000,70165972,141522961,34,85,66
"Imagine Me & You","Imagine Me & You",2005,3,90,2,1,6.8,29277,7900000,672243,2635305,49,162,87
"Amori e Sparatorie","Diary of a Mad Black Woman",2005,3,116,1,1,5.8,13413,5500000,50633099,50652203,36,209,56
"Fur - Un ritratto immaginario di Diane Arbus","Fur: An Imaginary Portrait of Diane Arbus",2006,3,122,1,1,6.5,15068,16800000,223202,2312717,50,100,105
"Hatchet","Hatchet",2006,3,93,1,1,5.7,28336,1500000,175281,208550,57,252,242
"Marie Antoinette","Marie Antoinette",2006,3,123,3,3,6.4,98715,40000000,15962471,60917189,65,671,259
"Finalmente a casa","Are We Done Yet?",2007,3,92,2,1,4.2,19346,28000000,49662533,58388068,36,65,64
"Prima o poi s...vengo!","The Oh in Ohio",2006,3,88,1,1,5.5,5975,5000000,418689,648183,48,55,49
"Sherrybaby","Sherrybaby",2006,1,96,1,1,6.6,11341,2000000,199176,622806,66,82,79
"Surf's Up - I re delle onde","Surf's Up",2007,3,85,1,1,6.7,67541,100000000,58867694,152005713,64,130,161
"Ferro 3 - La casa vuota","Bin-jip",2004,3,88,2,1,8,48839,1000000,241914,3403957,72,137,180
"Charlie Bartlett","Charlie Bartlett",2007,3,97,2,1,7,62347,12000000,3951699,5254986,54,130,125
"Giù per il tubo","Flushed Away",2006,3,85,2,1,6.6,110469,149000000,64665672,178281554,74,144,141
"Hard Candy","Hard Candy",2005,2,104,1,1,7.1,151976,950000,1024640,7022209,58,733,247
"Joyeux Noël - Una verità dimenticata dalla storia","Joyeux Noël",2005,3,116,8,4,7.7,27139,22000000,1054361,17709155,70,154,124
"Clerks II","Clerks II",2006,1,97,1,1,7.3,128887,5000000,24148068,26986174,65,480,183
"Le avventure di Sharkboy e Lavagirl in 3D","The Adventures of Sharkboy and Lavagirl 3-D",2005,3,93,1,1,3.5,30917,50000000,39177684,71992655,38,220,70
"Io e Beethoven","Copying Beethoven",2006,3,104,3,1,6.8,12853,11000000,384029,6191746,59,97,79
"Impiegato del mese","Employee of the Month",2006,2,103,1,1,5.5,44008,12000000,28444855,38395414,36,165,87
"Game 6","Game 6",2005,3,87,1,3,5.8,2451,1000000,129664,129664,56,26,34
"Agente Smart - Casino totale","Get Smart",2008,3,110,1,4,6.5,200748,80000000,130319208,230685453,54,437,272
"Se solo fosse vero","Just Like Heaven",2005,3,95,1,3,6.7,97788,58000000,48318130,102854431,47,291,118
"Slevin - Patto criminale","Lucky Number Slevin",2006,3,110,4,1,7.7,296787,27000000,22495466,56308881,53,548,197
"La prima volta di Niky","Mini's First Time",2006,3,91,1,1,5.8,7985,6000000,49034,156318,45,43,21
"Run Fatboy Run","Run Fatboy Run",2007,3,100,2,1,6.6,65041,10000000,6003262,33478921,48,151,172
"The Messengers","The Messengers",2007,2,90,1,1,5.4,37763,16000000,35374833,55060212,34,209,186
"America dopo","Sorry, Haters",2005,2,83,1,3,6.2,1407,200000,7129,7129,43,35,32
"Feast","Feast",2005,3,95,1,1,6.3,29303,3200000,56131,719135,43,261,57
"Superhero - Il più dotato fra i supereroi","Superhero Movie",2008,3,75,1,1,4.5,62728,35000000,25881068,71571300,33,194,121
"La musica nel cuore - August Rush","August Rush",2007,2,114,1,1,7.5,102363,30000000,31664162,66122026,38,398,141
"A cena con un cretino","Dinner for Schmucks",2010,1,114,1,1,5.9,98349,69000000,73026337,86855739,56,322,195
"A casa con i suoi","Failure to Launch",2006,2,97,1,1,5.6,72858,50000000,88715192,130224158,47,271,143
"The Great Debaters - Il potere della parola","The Great Debaters",2007,3,126,1,1,7.5,55222,15000000,30236407,30271556,65,125,108
"Hairspray: Grasso è bello","Hairspray",2007,3,117,3,1,6.6,118172,75000000,118871849,203552922,81,421,215
"Invasion","The Invasion",2007,2,99,2,2,5.9,73771,80000000,15074191,40170558,45,303,238
"Sguardo nel vuoto","The Lookout",2007,3,99,1,1,7,56145,16000000,4600585,5371181,73,160,145
"Il metodo","El método",2005,1,115,3,3,7.2,10143,3000000,7017,3470651,68,35,33
"Thank You for Smoking","Thank You for Smoking",2005,2,92,1,1,7.6,211158,6500000,24793509,39323027,71,443,245
"Uomini & donne - Tutti dovrebbero venire... almeno una volta!","Trust the Man",2005,3,103,1,1,5.7,8340,9000000,1530535,7353118,43,66,99
"Hollywoodland","Hollywoodland",2006,3,126,1,2,6.5,32493,28000000,14426251,16800438,62,308,223
"The Grand","The Grand",2007,1,104,1,1,6,5382,5400000,115879,115879,57,38,50
"Sweet Land","Sweet Land",2005,2,110,1,3,7.1,3605,1000000,1706325,1843537,75,65,42
"Cavite","Cavite",2005,1,80,2,3,6.2,610,7000,70071,70071,64,35,36
"The Second Chance","The Second Chance",2006,1,102,1,1,6.6,1243,1200000,463542,463542,52,31,14
"The Tenants","The Tenants",2005,3,93,2,1,5.2,977,2000000,2010,2010,46,15,16
"A-Team","The A-Team",2010,3,117,2,5,6.7,243142,110000000,77222099,177238796,47,395,326
"An American Haunting","An American Haunting",2005,3,83,4,1,5.1,24469,14000000,16298046,29612137,38,752,130
"Ant Bully - Una vita da formica","The Ant Bully",2006,3,88,1,1,5.8,36386,50000000,28142535,55181129,59,77,106
"Aquamarine","Aquamarine",2006,3,110,1,1,5.3,37299,12000000,18597342,22989957,51,155,68
"Four Brothers - Quattro fratelli","Four Brothers",2005,3,109,1,1,6.8,132163,45000000,74494381,92374674,49,362,129
"Quel nano infame","Little Man",2006,2,98,2,2,4.4,49546,64000000,58645052,104003322,26,203,80
"Get Rich or Die Tryin'","Get Rich or Die Tryin'",2005,3,117,2,2,5.4,43477,40000000,30985352,46563961,45,296,98
"Miami Vice","Miami Vice",2006,3,132,1,2,6,108511,135000000,63450470,164231296,65,976,244
"Una notte con il re","One Night with the King",2006,3,123,1,1,6.1,6663,20000000,13395961,13728450,38,182,37
"La vita segreta delle parole","The Secret Life of Words",2005,2,115,2,2,7.5,11780,5000000,20678,6410058,68,55,68
"The Women","The Women",2008,2,114,1,1,5,20131,16000000,26902075,50007546,27,142,121
"Piccolo grande eroe","Everyone's Hero",2006,3,87,2,1,5.7,7824,35000000,14523101,16627188,51,39,43
"Basic Instinct 2","Basic Instinct 2",2006,3,114,4,1,4.3,36831,70000000,5971336,38629478,26,329,91
"Role Models","Role Models",2008,1,99,2,1,6.8,217694,28000000,67294270,92649419,61,198,171
"The Possession","The Possession",2012,3,92,2,1,5.9,56120,14000000,49130154,85446075,45,208,270
"Going Under","Going Under",2004,1,98,1,1,4.8,254,50000,3917,3917,37,7,16
"The Kingdom","The Kingdom",2007,3,110,3,2,7,116075,70000000,47536778,87019158,56,326,236
"P.S. I Love You - Non è mai troppo tardi per dirlo","P.S. I Love You",2007,3,126,1,1,7,197974,30000000,53695808,156835339,39,278,128
"Resident Evil: Extinction","Resident Evil: Extinction",2007,3,94,7,1,6.3,180851,45000000,50648679,147717833,41,385,229
"Fantastic Mr. Fox","Fantastic Mr. Fox",2009,3,87,2,2,7.9,193078,40000000,21002919,46472606,83,329,353
"Presagio finale - First Snow","First Snow",2006,2,101,2,1,6.2,7773,8000000,214864,571485,58,49,69
"The Fog - Nebbia assassina","The Fog",2005,2,100,2,1,3.7,34589,18000000,29550869,46201432,27,474,144
"Saw II - La soluzione dell'enigma","Saw II",2005,2,93,2,1,6.6,229054,4000000,87039965,147748505,40,889,261
"Factory Girl","Factory Girl",2006,2,100,1,3,6.5,20584,7000000,1675241,3572632,45,105,125
"Krrish","Krrish",2006,2,185,1,4,6.4,17793,10200000,1430721,18041250,68,115,22
"Real Steel","Real Steel",2011,3,127,2,2,7.1,293214,110000000,85468508,299268508,56,477,337
"Looking for Comedy in the Muslim World","Looking for Comedy in the Muslim World",2005,1,98,1,3,5.4,3138,10000000,888975,915649,53,112,75
"Un_seduttore_in_incognito","Boy Culture",2006,2,88,1,1,6.8,5382,500000,220409,269589,56,41,29
"Daybreakers - L'ultimo vampiro","Daybreakers",2009,3,98,2,1,6.4,120928,20000000,30101577,51417188,57,324,297
"Good Night, and Good Luck.","Good Night, and Good Luck.",2005,3,93,4,1,7.4,93108,7000000,31558003,54641191,80,543,357
"The Grudge 2","The Grudge 2",2006,2,102,2,2,5.1,46658,20000000,39143839,70711175,33,288,138
"Harsh Times - I giorni dell'odio","Harsh Times",2005,3,116,1,3,6.9,62419,2000000,3337931,5969708,56,241,119
"Journey from the Fall","Journey from the Fall",2006,1,135,1,2,7.1,829,1300000,641039,655927,70,19,10
"Land of the Blind","Land of the Blind",2006,2,110,2,1,6.5,3532,18000000,5244,25116,32,45,17
"Il destino nel nome - The Namesake","The Namesake",2006,1,122,2,4,7.5,19079,9500000,13569248,20354321,82,126,163
"L'incubo di Joanna Mills","The Return",2006,3,85,1,1,4.7,11379,15000000,7749851,11994195,38,126,103
"The Last Kiss","The Last Kiss",2006,3,115,2,1,6.4,40570,20000000,11614790,15852401,57,167,133
"V per Vendetta","V for Vendetta",2005,3,132,3,1,8.2,1009729,54000000,70511035,132511035,62,2220,190
"Undiscovered","Undiscovered",2005,3,97,2,3,4.3,2733,9000000,1069318,1082784,29,44,41
"Conversations with Other Women","Conversations with Other Women",2005,3,84,2,1,7,11887,450000,379418,982814,62,59,363
"The Giver - Il mondo di Jonas","The Giver",2014,3,97,3,1,6.5,110327,25000000,45090374,66980456,47,342,207
"Invisible","The Invisible",2007,3,102,3,1,6.2,34451,30000000,20578909,26810113,36,276,107
"Next","Next",2007,3,96,1,4,6.2,146484,70000000,18211013,77621983,42,343,186
"Toy Story 3 - La grande fuga","Toy Story 3",2010,3,103,1,2,8.3,739717,200000000,415004880,1066969703,92,893,477
"Friends with Money","Friends with Money",2006,3,88,1,1,5.7,26849,6500000,13368437,18245244,68,198,116
"G-Force - Superspie in missione","G-Force",2009,3,88,1,2,5.1,41904,150000000,119436770,292817841,41,96,146
"Good: L'indifferenza del bene","Good",2008,3,92,4,3,6.2,6758,15000000,27276,1552024,40,48,64
"The Puffy Chair","The Puffy Chair",2005,3,85,1,1,6.5,4810,15000,194523,195254,73,77,41
"The Salon","The Salon",2005,2,90,1,1,4.1,494,1500000,139084,139084,26,6,14
"Alita - Angelo della battaglia","Alita: Battle Angel",2019,3,122,3,2,7.3,217183,170000000,85710210,404852543,53,2757,368
"Il collezionista di occhi","See No Evil",2006,3,84,2,1,5.1,25484,8000000,15032800,18707966,17,190,137
"Catch a Fire","Catch a Fire",2006,3,101,4,4,6.7,9910,14000000,4299773,5710236,62,62,110
"Mille miglia... lontano","Qian li zou dan qi",2005,1,107,3,2,7.3,4813,7500000,252325,3752325,73,57,71
"Une vieille maîtresse","Une vieille maîtresse",2007,2,114,2,1,6.2,3296,6000000,785671,1831577,78,28,98
"Una parola per un sogno","Akeelah and the Bee",2006,2,112,1,1,7.3,18186,8000000,18848430,18948425,72,178,97
"Gli scaldapanchina","The Benchwarmers",2006,2,85,1,2,5.5,47627,33000000,59843754,64962629,25,226,91
"L'era glaciale 2 - Il disgelo","Ice Age: The Meltdown",2006,3,91,1,1,6.8,250963,80000000,195330621,667094506,58,268,73
"La forza del campione","Peaceful Warrior",2006,3,120,2,1,7.3,26252,10000000,3960414,4693440,40,193,46
"Side Effects","Side Effects",2005,3,90,1,1,4.9,1056,30000000,2216,2216,46,32,7
"Ten 'til Noon","Ten 'til Noon",2006,3,83,1,1,5.5,1249,750000,6404,6404,57,23,14
"Terminator Salvation","Terminator Salvation",2009,3,115,4,2,6.5,339181,200000000,125322469,371353001,49,1095,436
"Correndo con le forbici in mano","Running with Scissors",2006,2,116,1,1,6.2,21739,12000000,7022827,7460797,52,193,137
"The Boynton Beach Bereavement Club","The Boynton Beach Bereavement Club",2005,2,105,1,1,6.4,934,1500000,3127472,3572758,61,29,34
"Dirty","Dirty",2005,3,97,1,2,5.6,5225,3000000,274245,274245,37,45,20
"Slither","Slither",2006,3,95,3,1,6.4,72908,15000000,7802450,12834936,69,378,260
"Steel City","Steel City",2006,3,95,1,1,6.4,532,350000,10227,10227,67,13,23
"What Love Is","What Love Is",2007,2,93,1,1,5.4,1227,8500000,18901,18901,14,34,14
"The Bourne Ultimatum - Il ritorno dello sciacallo","The Bourne Ultimatum",2007,3,115,4,5,8,597616,110000000,227471070,444100035,85,886,333
"Il mio sogno più grande","Gracie",2007,3,95,1,1,6.1,4000,9000000,2956339,3826568,52,27,63
"Free Zone","Free Zone",2005,2,90,4,4,5.7,2764,1234567,32381,427083,51,31,36
"Kung Fu Panda","Kung Fu Panda",2008,3,92,1,1,7.5,409544,130000000,215434591,631746197,74,429,275
"Lonely Hearts","Lonely Hearts",2006,3,108,2,1,6.4,19981,18000000,188565,2520835,60,79,76
"Stay Alive","Stay Alive",2006,3,85,1,1,5.1,29958,7000000,23086480,27298695,24,285,114
"La leggenda di Beowulf","Beowulf",2007,3,115,2,2,6.2,159693,150000000,82280579,196393745,59,535,292
"Lincoln","Lincoln",2012,3,150,2,1,7.3,240462,65000000,182207973,275293450,86,797,564
"Prospettive di un delitto","Vantage Point",2008,3,90,2,2,6.6,143518,40000000,72266306,152039882,40,451,231
"I tuoi, i miei e i nostri","Yours, Mine & Ours",2005,3,88,1,1,5.5,26343,45000000,53412862,72662923,38,118,75
"Another Gay Movie","Another Gay Movie",2006,2,92,1,1,4.9,8689,500000,654132,745327,37,72,47
"O' Jerusalem","O Jerusalem",2006,2,100,6,3,6.1,834,24000000,234480,2724303,39,13,18
"Borat: Studio culturale sull'America a beneficio della gloriosa nazione del Kazakistan","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,1,84,2,5,7.3,346660,18000000,128505958,262552893,89,1257,351
"Dreamgirls","Dreamgirls",2006,3,130,1,1,6.5,67641,70000000,103365956,155430335,76,529,236
"Edmond","Edmond",2005,2,82,1,1,6.2,11200,10000000,131719,243524,61,120,90
"Film Geek","Film Geek",2005,1,78,1,1,6.1,1047,10000,17341,17341,35,22,32
"Cappuccetto rosso e gli insoliti sospetti","Hoodwinked!",2005,3,80,1,2,6.4,55428,30000000,61530390,139998200,45,265,147
"The Illusionist - L'illusionista","The Illusionist",2006,3,110,2,1,7.6,350645,16500000,39868642,87892388,68,691,223
"The Sentinel","The Sentinel",2006,3,108,1,1,6.1,47295,60000000,36280697,78810595,49,227,165
"10.000 A.C.","10,000 BC",2008,3,109,2,1,5.1,124337,105000000,94784201,269784201,34,594,255
"L'assassinio di Jesse James per mano del codardo Robert Ford","The Assassination of Jesse James by the Coward Robert Ford",2007,3,160,3,2,7.5,165925,30000000,3909149,15001776,68,467,277
"X-Files: Voglio crederci","The X Files: I Want to Believe",2008,3,104,2,3,5.9,87917,30000000,20982478,69363381,47,510,271
"Zodiac","Zodiac",2007,3,157,1,1,7.7,443791,65000000,33080084,84785914,78,782,409
"La famiglia omicidi","Keeping Mum",2005,2,99,3,1,6.8,32631,169000,1619466,18586834,53,139,187
"I segni del male","The Reaping",2007,2,99,1,2,5.6,41606,40000000,25126214,62771059,36,191,190
"Paradise Now","Paradise Now",2005,3,91,5,2,7.4,22126,2000000,1457843,3579902,71,161,97
"Across the Universe","Across the Universe",2007,3,133,2,1,7.3,105047,45000000,24602291,29625761,56,550,170
"Blades of Glory - Due pattini per la gloria","Blades of Glory",2007,2,93,1,2,6.3,155529,61000000,118594548,145710347,64,274,151
"Disgrace","Disgrace",2008,1,119,2,4,6.6,5236,10000000,69705,2551307,71,39,89
"Imbattibile","Invincible",2006,3,105,1,1,7.1,64773,40000000,57806952,58480828,63,160,125
"Pathfinder - La leggenda del guerriero vichingo","Pathfinder",2007,3,99,2,2,5.4,42092,45000000,10232081,30984583,29,230,125
"Scott Pilgrim vs. the World","Scott Pilgrim vs. the World",2010,3,112,4,1,7.5,368833,60000000,31524275,47664559,69,682,425
"Ti va di ballare?","Take the Lead",2006,2,118,1,1,6.6,24557,30000000,34742066,66500090,55,130,103
"Civic Duty","Civic Duty",2006,2,98,3,2,6.2,3292,3400000,95953,108187,48,37,49
"Deal - Il Re del Poker","Deal",2008,3,85,1,1,5.4,4313,5000000,61626,85076,35,23,26
"Il velo dipinto","The Painted Veil",2006,2,125,3,3,7.5,88093,19400000,8060487,26910847,69,249,146
